id1,affil1,affil_tokens,affil_tokens_labeled
8261,"Universidad de Chile, Chile, C. P",Universidad de Chile; Chile,Universidad de Chile<ORG>; Chile<GPE>
7906,"Universidad Politécnica de Madrid (UPM), Madrid, Spain",Universidad Politécnica de Madrid; UPM; Madrid; Spain,Universidad Politécnica de Madrid<ORG>; UPM<ORG>; Madrid<GPE>; Spain<GPE>
9288,"Universidad Politécnica de Madrid, Spain",Universidad Politécnica de Madrid; Spain,Universidad Politécnica de Madrid<ORG>; Spain<GPE>
8396,"Universidade Federal do Rio de Janeiro, Rio de Janeiro-RJ, Brazil",Universidade Federal do Rio de Janeiro; Rio de Janeiro-RJ; Brazil,Universidade Federal do Rio de Janeiro<ORG>; Rio de Janeiro-RJ<GPE>; Brazil<GPE>
8398,"Universidade Federal do Rio Grande do Sul, Brazil",Universidade Federal do Rio Grande do Sul; Brazil,Universidade Federal do Rio Grande do Sul<ORG>; Brazil<GPE>
4705,"Università """"La Sapienza"""", Roma, Italy",Roma; Italy,Roma<GPE>; Italy<GPE>
9708,"Università della Basilicata -- Potenza, Italy",Università della Basilicata; Potenza; Italy,Università della Basilicata<ORG>; Potenza<GPE>; Italy<GPE>
7226,"Università della Basilicata, c.da Macchia Romana, 85100 Potenza, Italy",Università della Basilicata; 85100; Potenza; Italy,Università della Basilicata<ORG>; 85100<CARDINAL>; Potenza<GPE>; Italy<GPE>
2128,"Università della Basilicata, Potenza, Italy",Università della Basilicata; Potenza; Italy,Università della Basilicata<ORG>; Potenza<GPE>; Italy<GPE>
4696,"Università della Calabria, Rende, Italy",Università della Calabria; Rende; Italy,Università della Calabria<ORG>; Rende<GPE>; Italy<GPE>
2231,"Università di Milano, Crema - Italy",Università di Milano; Crema; Italy,Università di Milano<ORG>; Crema<GPE>; Italy<GPE>
5634,"Universita di Pisa, Pisa, Italy",Universita di Pisa; Pisa; Italy,Universita di Pisa<ORG>; Pisa<GPE>; Italy<GPE>
184,"Università di Roma """"La Sapienza""""",Università di Roma,Università di Roma<ORG>
622,"Universita di Roma """"La Sapienza"""", Roma, Italy",Universita di Roma; Roma; Italy,Universita di Roma<ORG>; Roma<GPE>; Italy<GPE>
7813,"Università di Roma “La Sapienza”, Dipartimento di Informatica e Sistemistica, Via Salaria 113, 00198 Roma, Italy; E-mail: mecella@dis.uniromA1.it",Università di Roma; Dipartimento di Informatica e Sistemistica; Via Salaria 113; Roma; Italy,Università di Roma<ORG>; Dipartimento di Informatica e Sistemistica<ORG>; Via Salaria 113<FAC>; Roma<GPE>; Italy<GPE>
7597,Universita di Roma Tre,Universita di Roma Tre,Universita di Roma Tre<ORG>
5535,"Università di Torino, Torino, Italy",Università di Torino; Torino; Italy,Università di Torino<ORG>; Torino<GPE>; Italy<GPE>
8961,Università Roma Tre,Università Roma Tre,Università Roma Tre<ORG>
9709,"Università Roma Tre -- Roma, Italy",Università Roma Tre; Roma; Italy,Università Roma Tre<ORG>; Roma<GPE>; Italy<GPE>
2127,"Università Roma Tre, Roma, Italy",Università Roma Tre; Roma; Italy,Università Roma Tre<ORG>; Roma<GPE>; Italy<GPE>
8879,"Università Roma Tre, Rome, Italy",Università Roma Tre; Rome; Italy,Università Roma Tre<ORG>; Rome<GPE>; Italy<GPE>
7225,"Università Roma Tre, Via della Vasca Navale, 79 00149 Roma, Italy",Università Roma Tre; Via della Vasca Navale; 79 00149; Roma; Italy,Università Roma Tre<ORG>; Via della Vasca Navale<FAC>; 79 00149<CARDINAL>; Roma<GPE>; Italy<GPE>
6206,"Universitàà della Basilicata, Potenza, Italy",Universitàà della Basilicata; Potenza; Italy,Universitàà della Basilicata<ORG>; Potenza<GPE>; Italy<GPE>
8489,"Universität des Saarlandes, Saarbrücken, Germany",Universität des Saarlandes; Saarbrücken; Germany,Universität des Saarlandes<ORG>; Saarbrücken<GPE>; Germany<GPE>
3035,"Universität Karlsruhe (TH), Germany",Germany,Germany<GPE>
7875,"Universität Leipzig, Institut für Informatik, 04109 Leipzig, Germany; (e-mail: rahm@informatik.uni-leipzig.de)",Institut für Informatik; 04109 Leipzig; Germany,Institut für Informatik<ORG>; 04109 Leipzig<GPE>; Germany<GPE>
8583,"Universität Magdeburg, Germany",Magdeburg; Germany,Magdeburg<GPE>; Germany<GPE>
4576,"Universität Mannheim, Mannheim, Germany",Mannheim; Germany,Mannheim<GPE>; Germany<GPE>
7704,"Universität Mannheim; e-mail: [mildenbe|rschiele]@uni-mannheim.de, [helmer|moerkotte]@informatik.uni-mannheim.de",Universität Mannheim,Universität Mannheim<ORG>
7869,"Universität Münster, Institut für Wirtschaftsinformatik, Leonardo-Campus 3, 48149 Münster, Germany; e-mail: {lechten,vossen}@helios.uni-muenster.de",Institut für Wirtschaftsinformatik; Leonardo-Campus; 3; Münster; Germany,Institut für Wirtschaftsinformatik<ORG>; Leonardo-Campus<ORG>; 3<CARDINAL>; Münster<GPE>; Germany<GPE>
1257,"Universität Passau, Fakultät für Mathematik und Informatik, Passau, Germany",Passau; Fakultät für Mathematik und Informatik; Germany,Passau<ORG>; Fakultät für Mathematik und Informatik<ORG>; Passau<GPE>; Germany<GPE>
7754,"Universität Passau, Lehrstuhl für Informatik, 94030 Passau, Germany; E-mail: {claussen,kemper,kossmann,wiesner}@db.fmi.uni-passau.de",Passau; Germany,Passau<GPE>; Germany<GPE>
7820,"Universität Passau, Lehrstuhl für Informatik, 94030 Passau, Germany; E-mail: <lastname>@db.fmi.uni-passau.de",Passau; Germany,Passau<GPE>; Germany<GPE>
1190,"Universität Passau, Passau, Germany",Passau; Germany,Passau<GPE>; Germany<GPE>
2157,"Universitat Politècnica de Catalunya, Barcelona, Caalonia, Spain",Universitat Politècnica de Catalunya; Barcelona; Caalonia; Spain,Universitat Politècnica de Catalunya<ORG>; Barcelona<GPE>; Caalonia<GPE>; Spain<GPE>
2156,"Universitat Politècnica de Catalunya, Barcelona, Catalonia, Spain",Universitat Politècnica de Catalunya; Barcelona; Catalonia; Spain,Universitat Politècnica de Catalunya<ORG>; Barcelona<GPE>; Catalonia<GPE>; Spain<GPE>
6378,"Universität Tübingen, Tübingen, Germany",Tübingen; Germany,Tübingen<GPE>; Germany<GPE>
8254,"Université de Mons-Hainaut, Mons, Belgium",Université de Mons-Hainaut; Mons; Belgium,Université de Mons-Hainaut<ORG>; Mons<GPE>; Belgium<GPE>
2491,Université de Nantes,Université de Nantes,Université de Nantes<ORG>
7870,"Université de Paris-Sud, LRI, CNRS-UMR 8623, Bât. 490, 91405 Orsay, France; e-mail: spyratos@lri.fr",Université de Paris-Sud; LRI; CNRS-UMR; Bât. 490; 91405; Orsay; France,Université de Paris-Sud<ORG>; LRI<ORG>; CNRS-UMR<ORG>; Bât. 490<FAC>; 91405<CARDINAL>; Orsay<GPE>; France<GPE>
6535,"Université Paris 9 (Dauphine), Pl. du Mal de Lattre, Paris 75016, France",Université Paris 9; Dauphine; Pl. du Mal de Lattre; Paris; 75016; France,Université Paris 9<ORG>; Dauphine<FAC>; Pl. du Mal de Lattre<FAC>; Paris<GPE>; 75016<CARDINAL>; France<GPE>
8255,"Université Paris Dauphine, Paris, France",Université Paris Dauphine; Paris; France,Université Paris Dauphine<ORG>; Paris<GPE>; France<GPE>
9785,"Université Paris-Sud, France",Université Paris-Sud; France,Université Paris-Sud<ORG>; France<GPE>
8607,"University at Albany, State University of New York, Albany, NY",University at Albany; State University of New York; Albany; NY,University at Albany<ORG>; State University of New York<ORG>; Albany<GPE>; NY<GPE>
4680,"University at Albany, SUNY, Albany, NY",University at Albany; SUNY; Albany; NY,University at Albany<ORG>; SUNY<ORG>; Albany<GPE>; NY<GPE>
7972,"University at Buffalo, Buffalo, New York",University at Buffalo; Buffalo; New York,University at Buffalo<ORG>; Buffalo<GPE>; New York<GPE>
3168,"University at Buffalo, Buffalo, NY",University at Buffalo; Buffalo; NY,University at Buffalo<ORG>; Buffalo<GPE>; NY<GPE>
8593,"University at Buffalo, State University of New York, Buffalo, NY",University at Buffalo; State University of New York; Buffalo; NY,University at Buffalo<ORG>; State University of New York<ORG>; Buffalo<GPE>; NY<GPE>
3935,University Freiburg,University Freiburg,University Freiburg<ORG>
3928,University Marburg,University Marburg,University Marburg<ORG>
5531,"University of Aberdeen, United Kingdom",University of Aberdeen; United Kingdom,University of Aberdeen<ORG>; United Kingdom<GPE>
9148,University of Alberta,University of Alberta,University of Alberta<ORG>
1434,"University of Alberta, Department of Computing Science, Edmonton, Alberta, Canada",University of Alberta; Department of Computing Science; Edmonton; Alberta; Canada,University of Alberta<ORG>; Department of Computing Science<ORG>; Edmonton<GPE>; Alberta<GPE>; Canada<GPE>
273,"University of Alberta, Edmonton, Alberta, Canada",University of Alberta; Edmonton; Alberta; Canada,University of Alberta<ORG>; Edmonton<GPE>; Alberta<GPE>; Canada<GPE>
7596,University of Antwerp,University of Antwerp,University of Antwerp<ORG>
8451,"University of Antwerp, Antwerp, Belgium",University of Antwerp; Antwerp; Belgium,University of Antwerp<ORG>; Antwerp<GPE>; Belgium<GPE>
7646,"University of Antwerp, Wilrijk, Belgium",University of Antwerp; Wilrijk; Belgium,University of Antwerp<ORG>; Wilrijk<GPE>; Belgium<GPE>
7038,University of Arizona,University of Arizona,University of Arizona<ORG>
3659,University of Arizona at Tucson,University of Arizona; Tucson,University of Arizona<ORG>; Tucson<GPE>
8301,"University of Arizona, AZ",University of Arizona; AZ,University of Arizona<ORG>; AZ<GPE>
1839,"University of Arizona, Department of Computer Science, Tucson, AZ",University of Arizona; Department of Computer Science; Tucson; AZ,University of Arizona<ORG>; Department of Computer Science<ORG>; Tucson<GPE>; AZ<GPE>
60,"University of Arizona, Tucson, AZ",University of Arizona; Tucson; AZ,University of Arizona<ORG>; Tucson<GPE>; AZ<GPE>
5839,"University of Arizona, Tucson, AZ, USA",University of Arizona; Tucson; AZ; USA,University of Arizona<ORG>; Tucson<GPE>; AZ<GPE>; USA<GPE>
5645,"University of Athens, Athens, Greece",University of Athens; Athens; Greece,University of Athens<ORG>; Athens<GPE>; Greece<GPE>
9384,"University of Athens, Athens, Greece 15771",University of Athens; Athens; Greece; 15771,University of Athens<ORG>; Athens<GPE>; Greece<GPE>; 15771<CARDINAL>
8611,"University of Athens, Athens, Greece 15784",University of Athens; Athens; Greece; 15784,University of Athens<ORG>; Athens<GPE>; Greece<GPE>; 15784<CARDINAL>
4050,"University of Athens, Hellas",University of Athens; Hellas,University of Athens<ORG>; Hellas<GPE>
3546,University of Augsburg,University of Augsburg,University of Augsburg<ORG>
3926,University of Basilicata,University of Basilicata,University of Basilicata<ORG>
3641,University of Bologna,University of Bologna,University of Bologna<ORG>
1080,University of British Columbia,University of British Columbia,University of British Columbia<ORG>
7712,"University of British Columbia, 201-2366 Main Mall, Vancouver, BC V6T 1Z4, Canada; e-mail: laks@cs.ubc.ca",Vancouver; BC; Canada,Vancouver<GPE>; BC<GPE>; Canada<GPE>
407,"University of British Columbia, Canada",University of British Columbia; Canada,University of British Columbia<ORG>; Canada<GPE>
7240,"University of British Columbia, Vancouver, B. C., Canada",University of British Columbia; Vancouver; B. C.; Canada,University of British Columbia<ORG>; Vancouver<GPE>; B. C.<GPE>; Canada<GPE>
8449,"University of British Columbia, Vancouver, B.C., Canada",University of British Columbia; Vancouver; B.C.; Canada,University of British Columbia<ORG>; Vancouver<GPE>; B.C.<GPE>; Canada<GPE>
7695,"University of British Columbia, Vancouver, BC, Canada; e-mail: laks@cs.ubc.ca",University of British Columbia; Vancouver; BC; Canada,University of British Columbia<ORG>; Vancouver<GPE>; BC<GPE>; Canada<GPE>
3993,"University of British Columbia, Vancouver, CA",University of British Columbia; Vancouver; CA,University of British Columbia<ORG>; Vancouver<GPE>; CA<GPE>
4136,"University of British Columbia, Vancouver, Canda",University of British Columbia; Vancouver; Canda,University of British Columbia<ORG>; Vancouver<GPE>; Canda<GPE>
7760,University of British Columbia; E-mail: rng@cs.ubc.ca,University of British Columbia,University of British Columbia<ORG>
3564,University of Buenos Aires,University of Buenos Aires,University of Buenos Aires<ORG>
29,University of Calgary,University of Calgary,University of Calgary<ORG>
4422,"University of Calgary, Calgary, AB, Canada",University of Calgary; Calgary; AB; Canada,University of Calgary<ORG>; Calgary<GPE>; AB<GPE>; Canada<GPE>
1518,University of California,University of California,University of California<ORG>
1061,"University of California - Riverside, Computer Science & Engineering Department, Riverside, CA",University of California -; Computer Science & Engineering Department; Riverside; CA,University of California -<ORG>; Computer Science & Engineering Department<ORG>; Riverside<GPE>; CA<GPE>
1005,University of California at Berkeley,University of California at Berkeley,University of California at Berkeley<ORG>
5224,"University of California at Berkeley, Berkeley, CA",University of California at Berkeley; Berkeley; CA,University of California at Berkeley<ORG>; Berkeley<GPE>; CA<GPE>
6064,"University of California at Berkeley, Berkeley, CA, USA",University of California at Berkeley; Berkeley; CA; USA,University of California at Berkeley<ORG>; Berkeley<GPE>; CA<GPE>; USA<GPE>
3695,University of California at Davis,University of California at Davis,University of California at Davis<ORG>
6389,"University of California at Davis, Davis, CA, USA",University of California at Davis; Davis; CA; USA,University of California at Davis<ORG>; Davis<GPE>; CA<GPE>; USA<GPE>
7621,University of California at Irvine,University of California at Irvine,University of California at Irvine<ORG>
3937,University of California at Los Angeles,University of California at Los Angeles,University of California at Los Angeles<ORG>
3856,University of California at Riverside,University of California at Riverside,University of California at Riverside<ORG>
8117,"University of California at San Diego, La Jolla, CA",University of California at San Diego; La Jolla; CA,University of California at San Diego<ORG>; La Jolla<GPE>; CA<GPE>
3202,University of California at Santa Barbara,University of California at Santa Barbara,University of California at Santa Barbara<ORG>
1492,"University of California at Santa Barbara, Computer Science Department, Santa Barbara",University of California at Santa Barbara; Computer Science Department; Santa Barbara,University of California at Santa Barbara<ORG>; Computer Science Department<ORG>; Santa Barbara<GPE>
2732,"University of California at Santa Barbara, Santa Barbara, CA",University of California at Santa Barbara; Santa Barbara; CA,University of California at Santa Barbara<ORG>; Santa Barbara<GPE>; CA<GPE>
7663,"University of California at Santa Cruz, Santa Cruz, CA",University of California at Santa Cruz; Santa Cruz; CA,University of California at Santa Cruz<ORG>; Santa Cruz<GPE>; CA<GPE>
3486,University of California Irvine,University of California Irvine,University of California Irvine<ORG>
6436,"University of California Irvine, Irvine, CA, USA",University of California; Irvine; CA; USA,University of California<ORG>; Irvine<GPE>; CA<GPE>; USA<GPE>
3323,"University of California Los Angeles, Los Angeles",University of California; Los Angeles,University of California<ORG>; Los Angeles<GPE>
2305,"University of California Los Angeles, Los Angeles, CA",University of California; Los Angeles; CA,University of California<ORG>; Los Angeles<GPE>; CA<GPE>
633,University of California Riverside,University of California Riverside,University of California Riverside<ORG>
1365,University of California San Diego,University of California San Diego,University of California San Diego<ORG>
6435,"University of California San Diego, La Jolla, CA, USA",University of California San Diego; La Jolla; CA; USA,University of California San Diego<ORG>; La Jolla<GPE>; CA<GPE>; USA<GPE>
5542,"University of California San Diego, San Diego, CA",University of California San Diego; San Diego; CA,University of California San Diego<ORG>; San Diego<GPE>; CA<GPE>
4490,"University of California Santa Barbara, Santa Barbara, CA",University of California; Santa Barbara; CA,University of California<ORG>; Santa Barbara<GPE>; CA<GPE>
5779,"University of California Santa Barbara, Santa Barbara, CA, USA",University of California Santa Barbara; Santa Barbara; CA; USA,University of California Santa Barbara<ORG>; Santa Barbara<GPE>; CA<GPE>; USA<GPE>
4048,University of California Santa Cruz,University of California Santa Cruz,University of California Santa Cruz<ORG>
6144,"University of California Santa Cruz, Santa Cruz, CA, USA",University of California Santa Cruz; Santa Cruz; CA; USA,University of California Santa Cruz<ORG>; Santa Cruz<GPE>; CA<GPE>; USA<GPE>
1385,"University of California, Berkeley",University of California; Berkeley,University of California<ORG>; Berkeley<GPE>
6486,"University of California, Berkeley CA",University of California; Berkeley CA,University of California<ORG>; Berkeley CA<GPE>
7594,"University of California, Berkeley, Berkeley, CA",University of California; Berkeley; CA,University of California<ORG>; Berkeley<GPE>; CA<GPE>
6278,"University of California, Berkeley, Berkeley, CA, USA",University of California; Berkeley; CA; USA,University of California<ORG>; Berkeley<ORG>; Berkeley<GPE>; CA<GPE>; USA<GPE>
7973,"University of California, Berkeley, Berkeley, California",University of California; Berkeley; California,University of California<ORG>; Berkeley<GPE>; California<GPE>
3016,"University of California, Berkeley, CA",University of California; Berkeley; CA,University of California<ORG>; Berkeley<GPE>; CA<GPE>
7689,"University of California, Berkeley, California",University of California; Berkeley; California,University of California<ORG>; Berkeley<GPE>; California<GPE>
7765,"University of California, Berkeley, Computer Science Division, Berkeley, CA 94720-1776, USA; E-mail: {rshankar,bhaskar,jmh}@cs.berkeley.edu",University of California; Berkeley; Computer Science Division; CA; USA,University of California<ORG>; Berkeley<GPE>; Computer Science Division<ORG>; CA<GPE>; USA<GPE>
2360,"University of California, Davis",University of California; Davis,University of California<ORG>; Davis<GPE>
7866,"University of California, Davis, Department of Computer Science, One Shields Avenue, Davis, CA 95616, USA; E-mail: gertz@cs.ucdavis.edu",University of California; Davis; Department of Computer Science; CA; 95616; USA,University of California<ORG>; Davis<GPE>; Department of Computer Science<ORG>; CA<GPE>; 95616<CARDINAL>; USA<GPE>
117,"University of California, Irvine",University of California; Irvine,University of California<ORG>; Irvine<GPE>
2280,"University of California, Irvine, CA",University of California; Irvine; CA,University of California<ORG>; Irvine<GPE>; CA<GPE>
1905,"University of California, Irvine, Irvine, CA",University of California; Irvine; CA,University of California<ORG>; Irvine<GPE>; CA<GPE>
5640,"University of California, Irvine, Irvine, CA, USA",University of California; Irvine; CA; USA,University of California<ORG>; Irvine<GPE>; CA<GPE>; USA<GPE>
6220,"University of California, Irvine, Irvine, California, USA",University of California; Irvine; California; USA,University of California<ORG>; Irvine<GPE>; California<GPE>; USA<GPE>
8814,"University of California, Irvine, USA",University of California; Irvine; USA,University of California<ORG>; Irvine<GPE>; USA<GPE>
8554,"University of California, Los Angeles, CA",University of California; Los Angeles; CA,University of California<ORG>; Los Angeles<GPE>; CA<GPE>
7970,"University of California, Los Angeles, California",University of California; Los Angeles; California,University of California<ORG>; Los Angeles<GPE>; California<GPE>
196,"University of California, Riverside",University of California; Riverside,University of California<ORG>; Riverside<GPE>
56,"University of California, Riverside, CA",University of California; Riverside; CA,University of California<ORG>; Riverside<GPE>; CA<GPE>
5366,"University of California, Riverside, Riverside, CA",University of California; Riverside; CA,University of California<ORG>; Riverside<GPE>; CA<GPE>
8728,"University of California, Riverside, USA",University of California; Riverside; USA,University of California<ORG>; Riverside<GPE>; USA<GPE>
1124,"University of California, San Diego",University of California; San Diego,University of California<ORG>; San Diego<GPE>
3531,"University of California, San Diego La Jolla, CA",University of California; San Diego; La Jolla; CA,University of California<ORG>; San Diego<GPE>; La Jolla<GPE>; CA<GPE>
9779,"University of California, San Diego, CA",University of California; San Diego; CA,University of California<ORG>; San Diego<GPE>; CA<GPE>
135,"University of California, San Diego, La Jolla, CA",University of California; San Diego; La Jolla; CA,University of California<ORG>; San Diego<GPE>; La Jolla<GPE>; CA<GPE>
1982,"University of California, Santa Barbara",University of California; Santa Barbara,University of California<ORG>; Santa Barbara<GPE>
45,"University of California, Santa Barbara, CA",University of California; Santa Barbara; CA,University of California<ORG>; Santa Barbara<GPE>; CA<GPE>
8411,"University of California, Santa Barbara, Santa Barbara, CA",University of California; Santa Barbara; CA,University of California<ORG>; Santa Barbara<GPE>; CA<GPE>
5651,"University of California, Santa Barbara, Santa Barbara, CA, USA",University of California; Santa Barbara; CA; USA,University of California<ORG>; Santa Barbara<GPE>; CA<GPE>; USA<GPE>
9310,"University of California, Santa Barbara, USA",University of California; Santa Barbara; USA,University of California<ORG>; Santa Barbara<GPE>; USA<GPE>
1956,"University of California, Santa Cruz",University of California; Santa Cruz,University of California<ORG>; Santa Cruz<GPE>
8482,"University of California, Santa Cruz, CA",University of California; Santa Cruz; CA,University of California<ORG>; Santa Cruz<GPE>; CA<GPE>
8273,"University of California, Santa Cruz, Santa Cruz, CA",University of California; Santa Cruz; CA,University of California<ORG>; Santa Cruz<GPE>; CA<GPE>
5977,"University of California, Santa Cruz, Santa Cruz, CA, USA",University of California; Santa Cruz; CA; USA,University of California<ORG>; Santa Cruz<GPE>; CA<GPE>; USA<GPE>
7998,"University of California, Santa Cruz, Santa Cruz, California",University of California; Santa Cruz; California,University of California<ORG>; Santa Cruz<GPE>; California<GPE>
8359,"University of California, USA",University of California; USA,University of California<ORG>; USA<GPE>
5311,"University of California: Irvine, Irvine, CA",University of California; Irvine; CA,University of California<ORG>; Irvine<GPE>; CA<GPE>
5501,"University of California: Santa Barbara, Santa Barbara, CA",Santa Barbara; CA,Santa Barbara<GPE>; CA<GPE>
7361,"University of Cambridge, Cambridge, UK",University of Cambridge; Cambridge; UK,University of Cambridge<ORG>; Cambridge<GPE>; UK<GPE>
8134,"University of Camerino, Italy",University of Camerino; Italy,University of Camerino<ORG>; Italy<GPE>
1130,University of Central Florida,University of Central Florida,University of Central Florida<ORG>
4911,"University of Central Florida, Orlando, FL",University of Central Florida; Orlando; FL,University of Central Florida<ORG>; Orlando<GPE>; FL<GPE>
8308,"University of Central Oklahoma, Edmond, OK",University of Central Oklahoma; Edmond; OK,University of Central Oklahoma<ORG>; Edmond<GPE>; OK<GPE>
3445,University of Crete,University of Crete,University of Crete<ORG>
8392,"University of Dortmund, Dortmund, Germany",University of Dortmund; Dortmund; Germany,University of Dortmund<ORG>; Dortmund<GPE>; Germany<GPE>
563,University of Edinburgh,University of Edinburgh,University of Edinburgh<ORG>
5232,"University of Edinburgh & Bell Laboratories, Edinburgh, Scotland UK",University of Edinburgh; Bell Laboratories; Edinburgh; Scotland; UK,University of Edinburgh<ORG>; Bell Laboratories<ORG>; Edinburgh<GPE>; Scotland<GPE>; UK<GPE>
5172,"University of Edinburgh & Bell Laboratories, Edinburgh, United Kingdom",University of Edinburgh; Bell Laboratories; Edinburgh; United Kingdom,University of Edinburgh<ORG>; Bell Laboratories<ORG>; Edinburgh<GPE>; United Kingdom<GPE>
7995,"University of Edinburgh, Edinburgh, Scotland",University of Edinburgh; Edinburgh; Scotland,University of Edinburgh<ORG>; Edinburgh<GPE>; Scotland<GPE>
5233,"University of Edinburgh, Edinburgh, Scotland UK",University of Edinburgh; Edinburgh; Scotland; UK,University of Edinburgh<ORG>; Edinburgh<GPE>; Scotland<GPE>; UK<GPE>
429,"University of Edinburgh, Edinburgh, UK",University of Edinburgh; Edinburgh; UK,University of Edinburgh<ORG>; Edinburgh<GPE>; UK<GPE>
5993,"University of Edinburgh, Edinburgh, United Kngdm",University of Edinburgh; Edinburgh; United Kngdm,University of Edinburgh<ORG>; Edinburgh<GPE>; United Kngdm<GPE>
8705,"University of Edinburgh, Scotland",University of Edinburgh; Scotland,University of Edinburgh<ORG>; Scotland<GPE>
8208,"University of Edinburgh, Scotland, UK",University of Edinburgh; Scotland; UK,University of Edinburgh<ORG>; Scotland<GPE>; UK<GPE>
438,University of Florida,University of Florida,University of Florida<ORG>
4527,"University of Florida, Gainesville",University of Florida; Gainesville,University of Florida<ORG>; Gainesville<GPE>
222,"University of Florida, Gainesville, FL",University of Florida; Gainesville; FL,University of Florida<ORG>; Gainesville<GPE>; FL<GPE>
5723,"University of Florida, Gainesville, FL, USA",University of Florida; Gainesville; FL; USA,University of Florida<ORG>; Gainesville<GPE>; FL<GPE>; USA<GPE>
8779,"University of Florida, Gainesville, Gainesville, FL",University of Florida; Gainesville; FL,University of Florida<ORG>; Gainesville<GPE>; FL<GPE>
3524,"University of Florida, Gainesville, USA",University of Florida; Gainesville; USA,University of Florida<ORG>; Gainesville<GPE>; USA<GPE>
3661,University of Freiburg,University of Freiburg,University of Freiburg<ORG>
3266,"University of Freiburg, Georges-Köhler-Allee, Freiburg, Germany",University of Freiburg; Georges-Köhler-Allee; Freiburg; Germany,University of Freiburg<ORG>; Georges-Köhler-Allee<FAC>; Freiburg<GPE>; Germany<GPE>
491,"University of Genoa, Genoa, Italy",University of Genoa; Genoa; Italy,University of Genoa<ORG>; Genoa<GPE>; Italy<GPE>
4513,"University of Genova, Italy",University of Genova; Italy,University of Genova<ORG>; Italy<GPE>
3650,University of Glasgow,University of Glasgow,University of Glasgow<ORG>
3362,University of Halle,University of Halle,University of Halle<ORG>
7242,"University of Halle, Germany",University of Halle; Germany,University of Halle<ORG>; Germany<GPE>
472,University of Hannover,University of Hannover,University of Hannover<ORG>
5010,"University of Heidelberg, Germany",University of Heidelberg; Germany,University of Heidelberg<ORG>; Germany<GPE>
6390,"University of Heidelberg, Heidelberg, Germany",University of Heidelberg; Heidelberg; Germany,University of Heidelberg<ORG>; Heidelberg<GPE>; Germany<GPE>
8072,"University of Heidelberg, Institut für Informatik, Germany",University of Heidelberg; Institut für Informatik; Germany,University of Heidelberg<ORG>; Institut für Informatik<ORG>; Germany<GPE>
4865,University of Helsinki,University of Helsinki,University of Helsinki<ORG>
8286,"University of Helsinki, Finland",University of Helsinki; Finland,University of Helsinki<ORG>; Finland<GPE>
2419,University of Hong Kong,University of Hong Kong,University of Hong Kong<ORG>
120,"University of Hong Kong, Hong Kong",University of Hong Kong; Hong Kong,University of Hong Kong<ORG>; Hong Kong<GPE>
5554,"University of Hong Kong, Hong Kong, Hong Kong",University of Hong Kong; Hong Kong,University of Hong Kong<ORG>; Hong Kong<GPE>
7083,"University of Hong Kong, Pokfulam Road, Hong Kong",University of Hong Kong; Pokfulam Road; Hong Kong,University of Hong Kong<ORG>; Pokfulam Road<FAC>; Hong Kong<GPE>
5382,"University of Houston, Houston, TX",University of Houston; Houston; TX,University of Houston<ORG>; Houston<GPE>; TX<GPE>
6403,"University of Houston, Houston, TX, USA",University of Houston; Houston; TX; USA,University of Houston<ORG>; Houston<GPE>; TX<GPE>; USA<GPE>
5703,"University of Ilinois at Urbana Champaign, Urbana, IL, USA",University of Ilinois at Urbana; Champaign; Urbana; IL; USA,University of Ilinois at Urbana<ORG>; Champaign<GPE>; Urbana<GPE>; IL<GPE>; USA<GPE>
296,University of Illinois,University of Illinois,University of Illinois<ORG>
3078,University of Illinois at Chicago,University of Illinois at Chicago,University of Illinois at Chicago<ORG>
787,"University of Illinois at Chicago, Chicago, IL",University of Illinois at Chicago; Chicago; IL,University of Illinois at Chicago<ORG>; Chicago<GPE>; IL<GPE>
5659,"University of Illinois at Chicago, Chicago, IL, USA",University of Illinois at Chicago; Chicago; IL; USA,University of Illinois at Chicago<ORG>; Chicago<GPE>; IL<GPE>; USA<GPE>
8663,"University of Illinois at Urbana Champaign, Champaign, USA",University of Illinois at Urbana; Champaign; USA,University of Illinois at Urbana<ORG>; Champaign<GPE>; USA<GPE>
5704,"University of Illinois at Urbana Champaign, Urbana, IL, USA",University of Illinois at Urbana; Champaign; Urbana; IL; USA,University of Illinois at Urbana<ORG>; Champaign<GPE>; Urbana<GPE>; IL<GPE>; USA<GPE>
26,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign<ORG>
743,"University of Illinois at Urbana-Champaign, IL",University of Illinois at Urbana-Champaign; IL,University of Illinois at Urbana-Champaign<ORG>; IL<GPE>
212,"University of Illinois at Urbana-Champaign, Urbana, IL",University of Illinois at Urbana-Champaign; Urbana; IL,University of Illinois at Urbana-Champaign<ORG>; Urbana<GPE>; IL<GPE>
5657,"University of Illinois at Urbana-Champaign, Urbana, IL, USA",University of Illinois at Urbana-Champaign; Urbana; IL; USA,University of Illinois at Urbana-Champaign<ORG>; Urbana<GPE>; IL<GPE>; USA<GPE>
6039,"University of Illinois at Urbana-Champaign, Urbana, USA",University of Illinois at Urbana-Champaign; Urbana; USA,University of Illinois at Urbana-Champaign<ORG>; Urbana<GPE>; USA<GPE>
3485,University of Illinois Urbana,University of Illinois Urbana,University of Illinois Urbana<ORG>
